kood,korpus,tekstikeel,tekstityyp,elukoht,taust,vanus,sugu,emakeel,kodukeel,keeletase,haridus,abivahendid
doc_890133993448_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993449_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993450_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993451_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993452_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993453_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993454_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993455_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993456_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993457_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993458_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993459_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993460_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993461_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993462_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993463_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993464_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993465_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993466_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993467_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993468_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993469_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993470_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993471_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993472_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993473_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993474_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993475_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993476_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993477_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993478_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993479_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993480_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993481_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993482_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993483_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993484_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993485_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993486_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993487_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993488_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993489_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993490_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993491_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993492_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993493_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993494_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993495_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993496_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993497_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993498_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993499_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993500_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993501_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993502_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993503_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993504_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993505_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993506_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993507_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993508_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993509_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993510_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993511_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993512_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993513_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993514_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993515_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993516_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993517_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993518_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993519_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993520_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993521_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993522_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993523_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993524_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993525_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993526_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993527_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993528_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993529_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993530_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993531_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993532_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993533_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993534_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993535_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993536_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993537_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993538_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993539_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993540_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993541_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993542_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993543_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993544_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993545_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993546_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993547_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993548_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993549_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_890133993550_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993551_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993552_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993553_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993554_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993555_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993556_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993557_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993558_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993559_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993560_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993561_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993562_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993563_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993564_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993565_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993566_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993567_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993568_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993569_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993570_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993571_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993572_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993573_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993574_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993575_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993576_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993577_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993578_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993579_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993580_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993581_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993582_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993583_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993584_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993585_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993586_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993587_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993588_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993589_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993590_item,clWmOIrLa,eesti,NA,idaviru,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993591_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993592_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993593_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993594_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993595_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993596_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993597_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993598_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993599_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993600_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993601_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993602_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993603_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993604_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993605_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993606_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993607_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993608_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993609_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993610_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993611_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993612_item,cFOoRQekA,,,,,,,,,,,
doc_890133993613_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993614_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993615_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993616_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993617_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993618_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993619_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993620_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993621_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993622_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993623_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993624_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993625_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993626_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993627_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993628_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993629_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993630_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993631_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993632_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993633_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993634_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993635_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993636_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993637_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993638_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993639_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993640_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993641_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993642_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993643_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993644_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993645_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993646_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993647_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993648_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993649_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993650_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993651_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993652_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993653_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993654_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993655_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993656_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993657_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993658_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993659_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993660_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993661_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993662_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993663_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993664_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993665_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993666_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_890133993667_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,naine,NA,NA,NA,NA,NA
doc_890133993668_item,clWmOIrLa,eesti,NA,tallinn,NA,NA,mees,NA,NA,NA,NA,NA
doc_897182025870_item,cFOoRQekA,eesti,vastkys,idaviru,op,kuni18,mees,vene,vene,A,pohi,ei
doc_897182025871_item,cFOoRQekA,eesti,vastkys,idaviru,op,kuni18,naine,vene,vene,A,pohi,ei
doc_897182025872_item,cFOoRQekA,eesti,vastkys,idaviru,op,kuni18,naine,vene,vene,B,pohi,ei
doc_897182025873_item,cFOoRQekA,eesti,vastkys,idaviru,op,kuni18,naine,vene,vene,B,pohi,ei
doc_899326610084_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_899326610085_item,cFOoRQekA,eesti,vastkys,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_901133458138_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,ei
doc_901133458139_item,cFOoRQekA,eesti,isikiri,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,ei
doc_901133458140_item,cFOoRQekA,eesti,harjutus,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,ei
doc_901133458141_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,naine,vene,vene,A,kesk,ei
doc_901133458142_item,cFOoRQekA,eesti,isikiri,idaviru,ylop,kuni26,naine,vene,vene,A,kesk,ei
doc_901133458143_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,ei
doc_901133458144_item,cFOoRQekA,eesti,essee,idaviru,op,kuni18,naine,vene,vene,A,pohi,ei
doc_901133458145_item,cFOoRQekA,eesti,harjutus,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,ei
doc_901133458146_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,naine,vene,vene,A,kesk,ei
doc_901133458147_item,cFOoRQekA,eesti,harjutus,idaviru,ylop,kuni26,mees,vene,vene,C,kesk,ei
doc_901133458148_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_901133458149_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,ei
doc_901133458150_item,cFOoRQekA,eesti,essee,idaviru,op,kuni18,mees,vene,vene,A2,pohi,ei
doc_901133458151_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,naine,vene,vene,A,kesk,ei
doc_901133458152_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,ei
doc_901133458153_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,naine,vene,vene,A,kesk,ei
doc_901133458154_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_901133458155_item,cFOoRQekA,eesti,essee,idaviru,ylop,kuni26,naine,vene,vene,A,kesk,ei
doc_901133458156_item,cFOoRQekA,eesti,muu,idaviru,kvaliftooline,kuni26,mees,vene,vene,B,kesk,ei
doc_901133458157_item,cFOoRQekA,eesti,harjutus,idaviru,ylop,kuni26,mees,vene,vene,A,kesk,ei
doc_901133458158_item,cFOoRQekA,eesti,harjutus,idaviru,ylop,kuni26,naine,vene,vene,A,kesk,ei
doc_901133458159_item,cFOoRQekA,eesti,muu,idaviru,kvaliftooline,kuni26,mees,vene,vene,B,kesk,ei
doc_901133458160_item,cFOoRQekA,eesti,harjutus,idaviru,ylop,kuni26,mees,vene,vene,B,kesk,ei
doc_901133458161_item,cFOoRQekA,eesti,vastkys,idaviru,tootu,kuni40,naine,vene,vene,A,kesk,ei
