kood,korpus,tekstikeel,tekstityyp,elukoht,taust,vanus,sugu,emakeel,kodukeel,keeletase,haridus,abivahendid
doc_399014257240_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,naine,soome,soome,B,kesk,jah
doc_399014257241_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,mees,soome,soome,B,kesk,jah
doc_399014257242_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,mees,soome,soome,B,kesk,jah
doc_399014257243_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,mees,soome,soome,B,kesk,jah
doc_399014257244_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,mees,soome,soome,B,kesk,jah
doc_399014257245_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,naine,soome,soome,C,kesk,jah
doc_399014257246_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,naine,soome,soome,B,kesk,jah
doc_399014257247_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,naine,soome,soome,B,kesk,jah
doc_399014257248_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,naine,soome,soome,B,kesk,jah
doc_399014257249_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,naine,soome,soome,B,kesk,jah
doc_399014257250_item,cFOoRQekA,eesti,tolge,muu,ylop,kuni26,naine,soome,soome,B,kesk,jah
doc_400511202550_item,cFqPphvYi,eesti,muu,tallinn,teenist,kuni40,naine,vene,NA,C,korg,ei
doc_400511202551_item,cFOoRQekA,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_400511202552_item,cFqPphvYi,eesti,essee,tallinn,NA,kuni18,mees,vene,vene,B2,pohi,jah
doc_400511202553_item,cFqPphvYi,eesti,essee,tallinn,NA,kuni18,mees,vene,vene,C1,pohi,jah
doc_400511202554_item,cFqPphvYi,eesti,essee,idaviru,NA,kuni18,mees,vene,vene,C,pohi,jah
doc_400511202555_item,cFqPphvYi,eesti,essee,tallinn,NA,kuni18,naine,vene,vene,C1,pohi,jah
doc_400511202556_item,cFqPphvYi,eesti,essee,idaviru,NA,kuni18,mees,vene,vene,B2,pohi,jah
doc_401436695441_item,cFOoRQekA,eesti,vastkys,idaviru,ylop,kuni18,naine,vene,eesti,B,kesk,ei
doc_403280563851_item,cFOoRQekA,eesti,essee,idaviru,op,kuni18,naine,vene,vene,B,pohi,ei
doc_404651577151_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577152_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577153_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577154_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577155_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577156_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577157_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577158_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577159_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577160_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577161_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577162_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577163_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577164_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577165_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577166_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577167_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577168_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577169_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577170_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577171_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577172_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577173_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577174_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577175_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577176_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577177_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_404651577178_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_40918597552_item,cFOoRQekA,eesti,amtkiri,idaviru,tootu,kuni26,mees,vene,vene,A,korg,ei
doc_40918597553_item,cFOoRQekA,eesti,amtkiri,idaviru,ylop,kuni26,mees,vene,vene,B,kesk,ei
doc_40918597554_item,cFOoRQekA,eesti,amtkiri,idaviru,tootu,kuni40,naine,vene,vene,B,kesk,ei
doc_40918597555_item,cFOoRQekA,eesti,amtkiri,idaviru,tootu,kuni26,mees,vene,vene,A,kesk,ei
doc_40918597556_item,cFOoRQekA,eesti,amtkiri,idaviru,op,kuni18,naine,vene,vene,B,pohi,ei
doc_40918597557_item,cFOoRQekA,eesti,amtkiri,idaviru,tootu,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597558_item,cFOoRQekA,eesti,amtkiri,idaviru,tootu,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597559_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597560_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597561_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597562_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597563_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597564_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597565_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597566_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597567_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597568_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597569_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597570_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597571_item,cFOoRQekA,eesti,muu,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597572_item,cFOoRQekA,eesti,essee,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597573_item,cFOoRQekA,eesti,tolge,tallinn,ylop,kuni26,mees,vene,vene,B,kesk,ei
doc_40918597574_item,cFOoRQekA,eesti,tolge,tallinn,ylop,kuni26,naine,vene,vene,B,kesk,ei
doc_40918597575_item,cFOoRQekA,eesti,harjutus,NA,ylop,kuni40,mees,inglise,inglise,C,kesk,ei
doc_40918597576_item,cFOoRQekA,eesti,tolge,NA,ylop,kuni40,mees,inglise,inglise,A,kesk,ei
doc_40918597577_item,cFOoRQekA,eesti,essee,NA,ylop,kuni40,mees,inglise,inglise,A,kesk,ei
doc_40918597578_item,cFOoRQekA,eesti,harjutus,NA,ylop,kuni26,mees,inglise,inglise,A,kesk,ei
doc_40918597579_item,cFOoRQekA,eesti,tolge,NA,ylop,kuni26,mees,inglise,inglise,A,kesk,ei
doc_40918597580_item,cFOoRQekA,eesti,essee,NA,ylop,kuni26,mees,inglise,inglise,A,kesk,ei
doc_411069715339_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715340_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715341_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715342_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715343_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715344_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715345_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715346_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715347_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715348_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715349_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715350_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715351_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715352_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715353_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715354_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715355_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715356_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715357_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715358_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715359_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715360_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715361_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715362_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715363_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715364_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715365_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715366_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715367_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715368_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715369_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715370_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715371_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715372_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715373_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715374_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715375_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715376_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715377_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715378_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715379_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715380_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715381_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715382_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715383_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715384_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715385_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715386_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715387_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715388_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715389_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715390_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715391_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715392_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715393_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715394_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715395_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715396_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715397_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715398_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715399_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715400_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715401_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715402_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715403_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715404_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715405_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715406_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715407_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715408_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715409_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715410_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715411_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715412_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715413_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715414_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715415_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715416_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715417_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715418_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715419_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715420_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715421_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715422_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715423_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715424_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715425_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715426_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715427_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715428_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715429_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715430_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715431_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715432_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715433_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715434_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715435_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715436_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715437_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715438_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715439_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715440_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715441_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715442_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715443_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715444_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715445_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715446_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715447_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715448_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715449_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715450_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715451_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715452_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715453_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715454_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715455_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715456_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715457_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715458_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715459_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715460_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715461_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715462_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715463_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715464_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715465_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715466_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715467_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715468_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715469_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715470_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715471_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715472_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715473_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715474_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715475_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715476_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715477_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715478_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715479_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715480_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715481_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715482_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715483_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715484_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715485_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715486_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715487_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715488_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715489_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715490_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715491_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715492_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715493_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715494_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715495_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715496_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715497_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715498_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715499_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715500_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715501_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715502_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715503_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715504_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715505_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715506_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715507_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715508_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715509_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715510_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715511_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715512_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715513_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715514_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715515_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715516_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715517_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715518_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
doc_411069715519_item,clWmOIrLa,eesti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
